danbooru_tag,base_tag,is_variant,franchise,post_count
nagara_(azur_lane),nagara_(azur_lane),0,碧蓝航线,148
kaga_(everlasting_killing_stone)_(azur_lane),kaga_(azur_lane),1,碧蓝航线,147
prinz_eugen_(profusion_of_flowers)_(azur_lane),prinz_eugen_(azur_lane),1,碧蓝航线,147
tashkent_(the_bound_cruiser)_(azur_lane),tashkent_(azur_lane),1,碧蓝航线,147
trieste_(azur_lane),trieste_(azur_lane),0,碧蓝航线,147
jervis_(azur_lane),jervis_(azur_lane),0,碧蓝航线,147
shiranui_(azur_lane),shiranui_(azur_lane),0,碧蓝航线,146
newcastle_(azur_lane),newcastle_(azur_lane),0,碧蓝航线,146
avrora_(azur_lane),avrora_(azur_lane),0,碧蓝航线,146
jean_bart_(private_apres_midi)_(azur_lane),jean_bart_(azur_lane),1,碧蓝航线,146
kinu_(azur_lane),kinu_(azur_lane),0,碧蓝航线,145
franklin_(azur_lane),franklin_(azur_lane),0,碧蓝航线,145
chikuma_(azur_lane),chikuma_(azur_lane),0,碧蓝航线,144
de_zeven_provincien_(azur_lane),de_zeven_provincien_(azur_lane),0,碧蓝航线,144
reno_(biggest_little_cheerleader)_(azur_lane),reno_(azur_lane),1,碧蓝航线,143
javelin_(beach_picnic!)_(azur_lane),javelin_(azur_lane),1,碧蓝航线,141
ayanami_(niconico)_(azur_lane),ayanami_(azur_lane),1,碧蓝航线,141
bremerton_(school)_(azur_lane),bremerton_(azur_lane),1,碧蓝航线,141
napoli_(azur_lane),napoli_(azur_lane),0,碧蓝航线,140
bremerton_(pillowed_counseling)_(azur_lane),bremerton_(azur_lane),1,碧蓝航线,140
bataan_(azur_lane),bataan_(azur_lane),0,碧蓝航线,139
saint-louis_(holy_knight's_resplendence)_(azur_lane),saint-louis_(azur_lane),1,碧蓝航线,139
fritz_rumey_(azur_lane),fritz_rumey_(azur_lane),0,碧蓝航线,139
luetzow_(azur_lane),luetzow_(azur_lane),0,碧蓝航线,136
terror_(azur_lane),terror_(azur_lane),0,碧蓝航线,135
boise_(azur_lane),boise_(azur_lane),0,碧蓝航线,135
ping_hai_(summer_vacation)_(azur_lane),ping_hai_(azur_lane),1,碧蓝航线,135
bismarck_(beacon_of_the_iron_blood)_(azur_lane),bismarck_(azur_lane),1,碧蓝航线,133
marblehead_(azur_lane),marblehead_(azur_lane),0,碧蓝航线,132
bluecher_(azur_lane),bluecher_(azur_lane),0,碧蓝航线,132
laffey_(retrofit)_(azur_lane),laffey_(azur_lane),1,碧蓝航线,132
murmansk_(azur_lane),murmansk_(azur_lane),0,碧蓝航线,131
cygnet_(retrofit)_(azur_lane),cygnet_(azur_lane),1,碧蓝航线,131
aquila_(sardegnian_shallows_and_sunshine)_(azur_lane),aquila_(azur_lane),1,碧蓝航线,130
anchorage_(dolphins_and_swim_lessons)_(azur_lane),anchorage_(azur_lane),1,碧蓝航线,130
nuernberg_(azur_lane),nuernberg_(azur_lane),0,碧蓝航线,129
voroshilov_(azur_lane),voroshilov_(azur_lane),0,碧蓝航线,129
renown_(azur_lane),renown_(azur_lane),0,碧蓝航线,128
reno_(reno_bunnino)_(azur_lane),reno_(azur_lane),1,碧蓝航线,128
formidable_(the_lover's_heart_flutters_on_duty)_(azur_lane),formidable_(azur_lane),1,碧蓝航线,128
haruna_(azur_lane),haruna_(azur_lane),0,碧蓝航线,127
algerie_(white_sand_paradise)_(azur_lane),algerie_(azur_lane),1,碧蓝航线,127
raffaello_(azur_lane),raffaello_(azur_lane),0,碧蓝航线,127
leipzig_(azur_lane),leipzig_(azur_lane),0,碧蓝航线,126
suruga_(azur_lane),suruga_(azur_lane),0,碧蓝航线,126
friedrich_carl_(azur_lane),friedrich_carl_(azur_lane),0,碧蓝航线,126
sirius_(rabbit_of_paradise)_(azur_lane),sirius_(azur_lane),1,碧蓝航线,126
shouhou_(azur_lane),shouhou_(azur_lane),0,碧蓝航线,125
suzutsuki_(azur_lane),suzutsuki_(azur_lane),0,碧蓝航线,125
north_carolina_(the_heart's_desire)_(azur_lane),north_carolina_(azur_lane),1,碧蓝航线,125
chang_chun_(azur_lane),chang_chun_(azur_lane),0,碧蓝航线,124
prinz_adalbert_(azur_lane),prinz_adalbert_(azur_lane),0,碧蓝航线,124
clemenceau_(azur_lane),clemenceau_(azur_lane),0,碧蓝航线,124
gneisenau_(nightmarish_succubus)_(azur_lane),gneisenau_(azur_lane),1,碧蓝航线,123
ting_an_(azur_lane),ting_an_(azur_lane),0,碧蓝航线,123
deutschland_(service_time?!)_(azur_lane),deutschland_(azur_lane),1,碧蓝航线,122
champagne_(azur_lane),champagne_(azur_lane),0,碧蓝航线,121
illustrious_(muse)_(azur_lane),illustrious_(azur_lane),1,碧蓝航线,121
hammann_(rebellious_summer)_(azur_lane),hammann_(azur_lane),1,碧蓝航线,120
glorious_(pungent_plum)_(azur_lane),glorious_(azur_lane),1,碧蓝航线,119
new_jersey_(snow-white_ceremony)_(azur_lane),new_jersey_(azur_lane),1,碧蓝航线,119
javelin_(retrofit)_(azur_lane),javelin_(azur_lane),1,碧蓝航线,119
independence_(azur_lane),independence_(azur_lane),0,碧蓝航线,118
georgia_(azur_lane),georgia_(azur_lane),0,碧蓝航线,118
azuma_(soft_voice_of_spring)_(azur_lane),azuma_(azur_lane),1,碧蓝航线,118
argus_(azur_lane),argus_(azur_lane),0,碧蓝航线,118
fancy_(azur_lane),fancy_(azur_lane),0,碧蓝航线,118
cowpens_(milky_ministrations)_(azur_lane),cowpens_(azur_lane),1,碧蓝航线,118
chao_ho_(azur_lane),chao_ho_(azur_lane),0,碧蓝航线,117
bellona_(azur_lane),bellona_(azur_lane),0,碧蓝航线,117
vanguard_(azur_lane),vanguard_(azur_lane),0,碧蓝航线,117
yamashiro_(retrofit)_(azur_lane),yamashiro_(azur_lane),1,碧蓝航线,117
mecklenburg_(azur_lane),mecklenburg_(azur_lane),0,碧蓝航线,117
king_george_v_(azur_lane),king_george_v_(azur_lane),0,碧蓝航线,116
belfast_(the_noble_attendant)_(azur_lane),belfast_(azur_lane),1,碧蓝航线,115
roon_(muse)_(azur_lane),roon_(azur_lane),1,碧蓝航线,115
guam_(stage-setting_charmer)_(azur_lane),guam_(azur_lane),1,碧蓝航线,115
ulrich_von_hutten_(mayhem_maid)_(azur_lane),ulrich_von_hutten_(azur_lane),1,碧蓝航线,114
denver_(azur_lane),denver_(azur_lane),0,碧蓝航线,113
u-81_(azur_lane),u-81_(azur_lane),0,碧蓝航线,113
little_illustrious_(azur_lane),little_illustrious_(azur_lane),0,碧蓝航线,113
baltimore_(muse)_(azur_lane),baltimore_(azur_lane),1,碧蓝航线,113
zeppy_(azur_lane),zeppy_(azur_lane),0,碧蓝航线,113
isuzu_(azur_lane),isuzu_(azur_lane),0,碧蓝航线,112
u-556_(azur_lane),u-556_(azur_lane),0,碧蓝航线,112
helena_(meta)_(azur_lane),helena_(azur_lane),1,碧蓝航线,112
st._louis_(an_afternoon_on_the_lido_deck)_(azur_lane),st._louis_(azur_lane),1,碧蓝航线,112
indiana_(azur_lane),indiana_(azur_lane),0,碧蓝航线,112
vestal_(azur_lane),vestal_(azur_lane),0,碧蓝航线,111
sovetskaya_rossiya_(the_lackadaisical_lookout)_(azur_lane),sovetskaya_rossiya_(azur_lane),1,碧蓝航线,111
prince_of_wales_(sun_shining_upon_windsor)_(azur_lane),prince_of_wales_(azur_lane),1,碧蓝航线,111
kiev_(azur_lane),kiev_(azur_lane),0,碧蓝航线,111
pittsburgh_(azur_lane),pittsburgh_(azur_lane),0,碧蓝航线,111
scharnhorst_(azur_lane),scharnhorst_(azur_lane),0,碧蓝航线,110
hobby_(azur_lane),hobby_(azur_lane),0,碧蓝航线,110
bache_(showy_sports_star)_(azur_lane),bache_(azur_lane),1,碧蓝航线,110
queen_anne's_revenge_(azur_lane),queen_anne's_revenge_(azur_lane),0,碧蓝航线,110
yuudachi_(shogun_of_snowballs)_(azur_lane),yuudachi_(azur_lane),1,碧蓝航线,109
hibiki_(azur_lane),hibiki_(azur_lane),0,碧蓝航线,109
universal_bulin_(azur_lane),universal_bulin_(azur_lane),0,碧蓝航线,109
trento_(azur_lane),trento_(azur_lane),0,碧蓝航线,108
le_malin_(muse)_(azur_lane),le_malin_(azur_lane),1,碧蓝航线,108
aegir_(one-on-one_leisure_time)_(azur_lane),aegir_(azur_lane),1,碧蓝航线,108
admiral_zenker_(azur_lane),admiral_zenker_(azur_lane),0,碧蓝航线,108
aurora_(azur_lane),aurora_(azur_lane),0,碧蓝航线,107
ooshio_(azur_lane),ooshio_(azur_lane),0,碧蓝航线,107
south_dakota_(solo_concert)_(azur_lane),south_dakota_(azur_lane),1,碧蓝航线,107
seydlitz_(azur_lane),seydlitz_(azur_lane),0,碧蓝航线,107
kashino_(maid_for_mayhem)_(azur_lane),kashino_(azur_lane),1,碧蓝航线,107
maggiore_baracca_(azur_lane),maggiore_baracca_(azur_lane),0,碧蓝航线,107
ryuujou_(azur_lane),ryuujou_(azur_lane),0,碧蓝航线,106
nicholas_(azur_lane),nicholas_(azur_lane),0,碧蓝航线,106
asashio_(azur_lane),asashio_(azur_lane),0,碧蓝航线,106
i-13_(azur_lane),i-13_(azur_lane),0,碧蓝航线,106
u-110_(azur_lane),u-110_(azur_lane),0,碧蓝航线,106
st._louis_(blue_and_white_pottery)_(azur_lane),st._louis_(azur_lane),1,碧蓝航线,106
franklin_(heart-throbbing_records)_(azur_lane),franklin_(azur_lane),1,碧蓝航线,106
jintsuu_(azur_lane),jintsuu_(azur_lane),0,碧蓝航线,105
izumo_(azur_lane),izumo_(azur_lane),0,碧蓝航线,105
allen_m._sumner_(azur_lane),allen_m._sumner_(azur_lane),0,碧蓝航线,105
purifier_(azur_lane),purifier_(azur_lane),0,碧蓝航线,105
new_jersey_(black_blur_prelude)_(azur_lane),new_jersey_(azur_lane),1,碧蓝航线,105
london_(azur_lane),london_(azur_lane),0,碧蓝航线,104
ikazuchi_(azur_lane),ikazuchi_(azur_lane),0,碧蓝航线,104
ning_hai_(summer_hunger)_(azur_lane),ning_hai_(azur_lane),1,碧蓝航线,104
ajax_(retrofit)_(azur_lane),ajax_(azur_lane),1,碧蓝航线,104
alvitr_(azur_lane),alvitr_(azur_lane),0,碧蓝航线,104
prinz_eugen_(between_tipsiness_and_a_wager)_(azur_lane),prinz_eugen_(azur_lane),1,碧蓝航线,104
inazuma_(azur_lane),inazuma_(azur_lane),0,碧蓝航线,103
illustrious_(never-ending_tea_party)_(azur_lane),illustrious_(azur_lane),1,碧蓝航线,103
roon_(dark_red_grin)_(azur_lane),roon_(azur_lane),1,碧蓝航线,103
sakawa_(azur_lane),sakawa_(azur_lane),0,碧蓝航线,103
crescent_(azur_lane),crescent_(azur_lane),0,碧蓝航线,102
enterprise_(reindeer_master)_(azur_lane),enterprise_(azur_lane),1,碧蓝航线,102
jean_bart_(uninhibited_bloodstone)_(azur_lane),jean_bart_(azur_lane),1,碧蓝航线,102
cooper_(azur_lane),cooper_(azur_lane),0,碧蓝航线,102
owari_(my_wish_is_for_love)_(azur_lane),owari_(azur_lane),1,碧蓝航线,102
atago_(full_moon's_feral_wolf)_(azur_lane),atago_(azur_lane),1,碧蓝航线,102
pearl_(azur_lane),pearl_(azur_lane),0,碧蓝航线,102
columbia_(azur_lane),columbia_(azur_lane),0,碧蓝航线,101
belfast_(piping-hot_perfection)_(azur_lane),belfast_(azur_lane),1,碧蓝航线,101
bruenhilde_(azur_lane),bruenhilde_(azur_lane),0,碧蓝航线,101
yoizuki_(azur_lane),yoizuki_(azur_lane),0,碧蓝航线,100
felix_schultz_(azur_lane),felix_schultz_(azur_lane),0,碧蓝航线,100
kearsarge_(springtime_monitoring)_(azur_lane),kearsarge_(azur_lane),1,碧蓝航线,100
lion_(the_reclining_dandelion)_(azur_lane),lion_(azur_lane),1,碧蓝航线,100
bois_belleau_(azur_lane),bois_belleau_(azur_lane),0,碧蓝航线,100
akagi_(ruby-laced_beauty)_(azur_lane),akagi_(azur_lane),1,碧蓝航线,99
yorktown_ii_(bright-sky_mermaid)_(azur_lane),yorktown_ii_(azur_lane),1,碧蓝航线,99
hood_(lady_of_the_shining_sun)_(azur_lane),hood_(azur_lane),1,碧蓝航线,97
regensburg_(dark_dragon_brilliant_beach)_(azur_lane),regensburg_(azur_lane),1,碧蓝航线,97
atago_(hallmarks_of_winter)_(azur_lane),atago_(azur_lane),1,碧蓝航线,95
akagi_(plum_and_snow)_(azur_lane),akagi_(azur_lane),1,碧蓝航线,94
dido_(muse)_(azur_lane),dido_(azur_lane),1,碧蓝航线,94
laffey_ii_(sleepy_on_a_busy_day)_(azur_lane),laffey_ii_(azur_lane),1,碧蓝航线,94
cheshire_(cait_sith_crooner)_(azur_lane),cheshire_(azur_lane),1,碧蓝航线,93
monarch_(black_gerard)_(azur_lane),monarch_(azur_lane),1,碧蓝航线,93
cheshire_(the_cat_in_the_magic_hat)_(azur_lane),cheshire_(azur_lane),1,碧蓝航线,91
kaga_(white_fox's_new_year)_(azur_lane),kaga_(azur_lane),1,碧蓝航线,90
gascogne_(tropical_environs_acclimation_service_equipment)_(azur_lane),gascogne_(azur_lane),1,碧蓝航线,90
swiftsure_(midsummer_special_service)_(azur_lane),swiftsure_(azur_lane),1,碧蓝航线,89
javelin_(slow_ahead!)_(azur_lane),javelin_(azur_lane),1,碧蓝航线,88
z46_(her_first_summer)_(azur_lane),z46_(azur_lane),1,碧蓝航线,88
z23_(upgrade_failure?!)_(azur_lane),z23_(azur_lane),1,碧蓝航线,88
kisaragi_(retrofit)_(azur_lane),kisaragi_(azur_lane),1,碧蓝航线,87
z11_(service_sincerity_and_insolvency)_(azur_lane),z11_(azur_lane),1,碧蓝航线,87
chen_hai_(retrofit)_(azur_lane),chen_hai_(azur_lane),1,碧蓝航线,86
laffey_(white_rabbit's_oath)_(azur_lane),laffey_(azur_lane),1,碧蓝航线,84
hakuhou_(floral_ninja_roleplay)_(azur_lane),hakuhou_(azur_lane),1,碧蓝航线,84
chapayev_(the_captive_cavalier)_(azur_lane),chapayev_(azur_lane),1,碧蓝航线,83
fritz_rumey_(schwarzes_kaninchen)_(azur_lane),fritz_rumey_(azur_lane),1,碧蓝航线,83
laffey_(bunny_idol_@unmotivated)_(azur_lane),laffey_(azur_lane),1,碧蓝航线,82
musashi_(violet_moonglow)_(azur_lane),musashi_(azur_lane),1,碧蓝航线,82
atago_(space_atago)_(greyeth)_(azur_lane),atago_(azur_lane),1,碧蓝航线,82
august_von_parseval_(the_unhulde's_midday_respite)_(azur_lane),august_von_parseval_(azur_lane),1,碧蓝航线,82
drake_(the_golden_hind's_respite)_(azur_lane),drake_(azur_lane),1,碧蓝航线,80
ayanami_(nightfall_raiment)_(azur_lane),ayanami_(azur_lane),1,碧蓝航线,80
tashkent_(muse)_(azur_lane),tashkent_(azur_lane),1,碧蓝航线,80
atago_(lily-white_vow)_(azur_lane),atago_(azur_lane),1,碧蓝航线,80
hindenburg_(dancer_of_the_deep_chamber)_(azur_lane),hindenburg_(azur_lane),1,碧蓝航线,80
ayanami_(rock_'n'_demon)_(azur_lane),ayanami_(azur_lane),1,碧蓝航线,79
vampire_(little_devil_in_white)_(azur_lane),vampire_(azur_lane),1,碧蓝航线,78
scylla_(a_maid's_judgment)_(azur_lane),scylla_(azur_lane),1,碧蓝航线,78
pamiat_merkuria_(caged_minx)_(azur_lane),pamiat_merkuria_(azur_lane),1,碧蓝航线,77
baltimore_(evening_breeze_minuet)_(azur_lane),baltimore_(azur_lane),1,碧蓝航线,76
tirpitz_(snow-melting_summer)_(azur_lane),tirpitz_(azur_lane),1,碧蓝航线,75
honolulu_(among_the_stalls)_(azur_lane),honolulu_(azur_lane),1,碧蓝航线,75
noshiro_(hold_the_ice)_(azur_lane),noshiro_(azur_lane),1,碧蓝航线,75
cleopatra_(stars_and_roses)_(azur_lane),cleopatra_(azur_lane),1,碧蓝航线,75
cygnet_(royal_fanfare)_(azur_lane),cygnet_(azur_lane),1,碧蓝航线,74
ayanami_(low-key_idol_@confused)_(azur_lane),ayanami_(azur_lane),1,碧蓝航线,73
kaga_(exalted_white_wings)_(azur_lane),kaga_(azur_lane),1,碧蓝航线,73
bismarck_zwei_(crystal-clear_holiday)_(azur_lane),bismarck_zwei_(azur_lane),1,碧蓝航线,73
helena_(shimmering_triangle_wave)_(azur_lane),helena_(azur_lane),1,碧蓝航线,73
leander_(retrofit)_(azur_lane),leander_(azur_lane),1,碧蓝航线,73
cygnet_(sea_star_on_shore)_(azur_lane),cygnet_(azur_lane),1,碧蓝航线,72
janus_(fright-night_scaredy-cat)_(azur_lane),janus_(azur_lane),1,碧蓝航线,72
kashino_(robust_floral_strings)_(azur_lane),kashino_(azur_lane),1,碧蓝航线,71
hermione_(pure_white_angel)_(azur_lane),hermione_(azur_lane),1,碧蓝航线,70
taihou_(meta)_(azur_lane),taihou_(azur_lane),1,碧蓝航线,70
enterprise_(anniversary_ride)_(azur_lane),enterprise_(azur_lane),1,碧蓝航线,69
ayanami_(lunar_demon)_(azur_lane),ayanami_(azur_lane),1,碧蓝航线,69
kronshtadt_(begin_the_rush!)_(azur_lane),kronshtadt_(azur_lane),1,碧蓝航线,69
shigure_(retrofit)_(azur_lane),shigure_(azur_lane),1,碧蓝航线,69
prinz_eugen_(brilliant_touchdown)_(azur_lane),prinz_eugen_(azur_lane),1,碧蓝航线,69
maggiore_baracca_(the_god_craves_punishment)_(azur_lane),maggiore_baracca_(azur_lane),1,碧蓝航线,69
saint-louis_(alluring_administrator)_(azur_lane),saint-louis_(azur_lane),1,碧蓝航线,68
ayanami_(demon's_finest_dress)_(azur_lane),ayanami_(azur_lane),1,碧蓝航线,68
elbe_(time_to_show_off?)_(azur_lane),elbe_(azur_lane),1,碧蓝航线,68
scylla_(femme_fatale_fresher)_(azur_lane),scylla_(azur_lane),1,碧蓝航线,68
nagato_(meta)_(azur_lane),nagato_(azur_lane),1,碧蓝航线,68
queen_anne's_revenge_(call_of_the_creeping_embrace)_(azur_lane),queen_anne's_revenge_(azur_lane),1,碧蓝航线,68
sirius_(white_rose)_(azur_lane),sirius_(azur_lane),1,碧蓝航线,67
swiftsure_(study_hall_cyclamen)_(azur_lane),swiftsure_(azur_lane),1,碧蓝航线,67
z23_(retrofit)_(azur_lane),z23_(azur_lane),1,碧蓝航线,67
hatsuzuki_(august's_first_romance)_(azur_lane),hatsuzuki_(azur_lane),1,碧蓝航线,67
sovetsky_soyuz_(stringed_interrogation)_(azur_lane),sovetsky_soyuz_(azur_lane),1,碧蓝航线,67
sovetskaya_belorussiya_(relaxation_stratagem)_(azur_lane),sovetskaya_belorussiya_(azur_lane),1,碧蓝航线,66
isokaze_(new_year's_campaign)_(azur_lane),isokaze_(azur_lane),1,碧蓝航线,66
z23_(philosophy_sensei)_(azur_lane),z23_(azur_lane),1,碧蓝航线,66
dunkerque_(afternoon_venus)_(azur_lane),dunkerque_(azur_lane),1,碧蓝航线,66
shimakaze_(the_white_rabbit_of_wonderland)_(azur_lane),shimakaze_(azur_lane),1,碧蓝航线,66
formidable_(anniversary_memories)_(azur_lane),formidable_(azur_lane),1,碧蓝航线,66
belfast_(the_pledge_of_claddagh)_(azur_lane),belfast_(azur_lane),1,碧蓝航线,65
enterprise_(diving_under_blue_skies)_(azur_lane),enterprise_(azur_lane),1,碧蓝航线,65
fumizuki_(sleepy_fairy)_(azur_lane),fumizuki_(azur_lane),1,碧蓝航线,64
laffey_(snow_rabbit_and_candy_apple)_(azur_lane),laffey_(azur_lane),1,碧蓝航线,64
jeanne_d'arc_(saintess_of_the_sea)_(azur_lane),jeanne_d'arc_(azur_lane),1,碧蓝航线,64
takao_(inner_cultivation)_(azur_lane),takao_(azur_lane),1,碧蓝航线,64
charybdis_(red_chamber_of_healing)_(azur_lane),charybdis_(azur_lane),1,碧蓝航线,63
elbe_(pure-hearted_bad_girl)_(azur_lane),elbe_(azur_lane),1,碧蓝航线,63
friedrich_der_grosse_(one_summer_night's_intimacy)_(azur_lane),friedrich_der_grosse_(azur_lane),1,碧蓝航线,63
ayanami_(pulse_of_the_new_year)_(azur_lane),ayanami_(azur_lane),1,碧蓝航线,62
friedrich_der_grosse_(dark_raiments_of_gagaku)_(azur_lane),friedrich_der_grosse_(azur_lane),1,碧蓝航线,62
z23_(schwarze_hochzeit)_(azur_lane),z23_(azur_lane),1,碧蓝航线,62
saratoga_(seven_seas_of_rest)_(azur_lane),saratoga_(azur_lane),1,碧蓝航线,62
cleveland_(gentry_knight)_(azur_lane),cleveland_(azur_lane),1,碧蓝航线,61
musashi_(purest_wisteria)_(azur_lane),musashi_(azur_lane),1,碧蓝航线,61
de_zeven_provincien_(snuggling_for_warmth)_(azur_lane),de_zeven_provincien_(azur_lane),1,碧蓝航线,61
albion_(a_fairy-tale_breakfast)_(azur_lane),albion_(azur_lane),1,碧蓝航线,61
anchorage_(sweet_evening_milk)_(azur_lane),anchorage_(azur_lane),1,碧蓝航线,61
unicorn_(a_dream_of_pure_vows)_(azur_lane),unicorn_(azur_lane),1,碧蓝航线,60
illustrious_(illustrious_ball)_(azur_lane),illustrious_(azur_lane),1,碧蓝航线,60
ulrich_von_hutten_(ignition_matrician)_(azur_lane),ulrich_von_hutten_(azur_lane),1,碧蓝航线,60
noshiro_(dressed-up_date)_(azur_lane),noshiro_(azur_lane),1,碧蓝航线,60
bremerton_(western_cowgirl)_(azur_lane),bremerton_(azur_lane),1,碧蓝航线,60
mogador_(diving_for_desire)_(azur_lane),mogador_(azur_lane),1,碧蓝航线,60
essex_(craft_fairytail)_(azur_lane),essex_(azur_lane),1,碧蓝航线,59
cygnet_(an_offer_to_be_maid)_(azur_lane),cygnet_(azur_lane),1,碧蓝航线,59
hakuryuu_(slice_dice_and_serve)_(azur_lane),hakuryuu_(azur_lane),1,碧蓝航线,59
plymouth_(heart-throbbing_refreshment)_(azur_lane),plymouth_(azur_lane),1,碧蓝航线,59
alvitr_(muspel's_torrid_secrets)_(azur_lane),alvitr_(azur_lane),1,碧蓝航线,59
formidable_(rockin'_encore)_(azur_lane),formidable_(azur_lane),1,碧蓝航线,59
bois_belleau_(steamy_therapy)_(azur_lane),bois_belleau_(azur_lane),1,碧蓝航线,59
unicorn_(little_star_songstress)_(azur_lane),unicorn_(azur_lane),1,碧蓝航线,58
eldridge_(holy_night's_embrace)_(azur_lane),eldridge_(azur_lane),1,碧蓝航线,58
duke_of_york_(prestige_of_the_glorious_formula)_(azur_lane),duke_of_york_(azur_lane),1,碧蓝航线,58
st._louis_(spirits_in_the_snow)_(azur_lane),st._louis_(azur_lane),1,碧蓝航线,58
nagato_(old_design)_(azur_lane),nagato_(azur_lane),1,碧蓝航线,58
kumano_(fancy_waves)_(azur_lane),kumano_(azur_lane),1,碧蓝航线,57
admiral_zenker_(fun_with...interrogations?)_(azur_lane),admiral_zenker_(azur_lane),1,碧蓝航线,57
enterprise_(heroic_finery)_(azur_lane),enterprise_(azur_lane),1,碧蓝航线,56
friedrich_der_grosse_(zeremonie_of_the_cradle)_(azur_lane),friedrich_der_grosse_(azur_lane),1,碧蓝航线,56
bremerton_(joyride_of_love)_(azur_lane),bremerton_(azur_lane),1,碧蓝航线,56
reno_(summer_spin-off)_(azur_lane),reno_(azur_lane),1,碧蓝航线,55
eldridge_(the_inquisitive_recluse)_(azur_lane),eldridge_(azur_lane),1,碧蓝航线,55
long_island_(long_island_-_indoor_slacker)_(azur_lane),long_island_(azur_lane),1,碧蓝航线,55
pamiat_merkuria_(playboy_bunny)_(azur_lane),pamiat_merkuria_(azur_lane),1,碧蓝航线,55
admiral_graf_spee_(a_novel_anniversary)_(azur_lane),admiral_graf_spee_(azur_lane),1,碧蓝航线,54
ping_hai_(osmanthus_moon_rabbit)_(azur_lane),ping_hai_(azur_lane),1,碧蓝航线,54
littorio_(calabria_aurea)_(azur_lane),littorio_(azur_lane),1,碧蓝航线,54
yukikaze_(sovereign_of_the_swing)_(azur_lane),yukikaze_(azur_lane),1,碧蓝航线,54
janus_(fear_of_changing...clothes)_(azur_lane),janus_(azur_lane),1,碧蓝航线,54
helena_(retrofit)_(azur_lane),helena_(azur_lane),1,碧蓝航线,54
enterprise_(starlight_oath)_(azur_lane),enterprise_(azur_lane),1,碧蓝航线,53
trento_(summer's_hotness?)_(azur_lane),trento_(azur_lane),1,碧蓝航线,53
prince_of_wales_(the_laureate's_victory_lap)_(azur_lane),prince_of_wales_(azur_lane),1,碧蓝航线,53
amagi_(cv)_(throne_of_fallen_petals)_(azur_lane),amagi_(azur_lane),1,碧蓝航线,53
takao_(the_lessons_of_spring)_(azur_lane),takao_(azur_lane),1,碧蓝航线,52
napoli_(dreamy_night)_(azur_lane),napoli_(azur_lane),1,碧蓝航线,52
pamiat_merkuria_(sweet_cherry_memories)_(azur_lane),pamiat_merkuria_(azur_lane),1,碧蓝航线,51
chapayev_(white_cavalier's_respite)_(azur_lane),chapayev_(azur_lane),1,碧蓝航线,51
prinz_eugen_(kindred_evening_spirits)_(azur_lane),prinz_eugen_(azur_lane),1,碧蓝航线,51
minneapolis_(wild_huntress_schoolgirl)_(azur_lane),minneapolis_(azur_lane),1,碧蓝航线,50
warspite_(retrofit)_(azur_lane),warspite_(azur_lane),1,碧蓝航线,50
friedrich_carl_(a_game_of_love)_(azur_lane),friedrich_carl_(azur_lane),1,碧蓝航线,50
implacable_(her_beauty_runneth_over)_(azur_lane),implacable_(azur_lane),1,碧蓝航线,50
gouden_leeuw_(an_intimate_cleaning)_(azur_lane),gouden_leeuw_(azur_lane),1,碧蓝航线,50
prinz_heinrich_(fireworks_and_tapestries)_(azur_lane),prinz_heinrich_(azur_lane),1,碧蓝航线,49
yamashiro_(meta)_(azur_lane),yamashiro_(azur_lane),1,碧蓝航线,49
royal_fortune_(eyes_on_the_prize)_(azur_lane),royal_fortune_(azur_lane),1,碧蓝航线,49
pamiat_merkuria_(retrofit)_(azur_lane),pamiat_merkuria_(azur_lane),1,碧蓝航线,49
nagato_(guardian_fox's_blessed_bonds)_(azur_lane),nagato_(azur_lane),1,碧蓝航线,49
vampire_(the_breath_of_spring)_(azur_lane),vampire_(azur_lane),1,碧蓝航线,48
z23_(breezy_doubles)_(azur_lane),z23_(azur_lane),1,碧蓝航线,48
u-47_(rookie_rider)_(azur_lane),u-47_(azur_lane),1,碧蓝航线,48
bellona_(armed_to_clean)_(azur_lane),bellona_(azur_lane),1,碧蓝航线,48
london_(retrofit)_(azur_lane),london_(azur_lane),1,碧蓝航线,48
formidable_(muse)_(azur_lane),formidable_(azur_lane),1,碧蓝航线,48
new_jersey_(dancing_in_the_moonlight)_(azur_lane),new_jersey_(azur_lane),1,碧蓝航线,48
azuma_(career_counseling_for_the_groom)_(azur_lane),azuma_(azur_lane),1,碧蓝航线,48
nagato_(great_fox's_white_gown)_(azur_lane),nagato_(azur_lane),1,碧蓝航线,47
luetzow_(everlasting_blood_banquet)_(azur_lane),luetzow_(azur_lane),1,碧蓝航线,47
shimanto_(the_comfy_dragon_god)_(azur_lane),shimanto_(azur_lane),1,碧蓝航线,47
ting_an_(undercover_or_uncovered?!)_(azur_lane),ting_an_(azur_lane),1,碧蓝航线,47
brest_(moonlit_night's_spring_vista)_(azur_lane),brest_(azur_lane),1,碧蓝航线,47
shimanto_(the_relaxing_dragon_god)_(azur_lane),shimanto_(azur_lane),1,碧蓝航线,47
akagi_(deep_crimson_poppy)_(azur_lane),akagi_(azur_lane),1,碧蓝航线,46
admiral_hipper_(muse)_(azur_lane),admiral_hipper_(azur_lane),1,碧蓝航线,46
roon_(viridescent_lullaby)_(azur_lane),roon_(azur_lane),1,碧蓝航线,46
tb_(type-s)_(azur_lane),tb_(azur_lane),1,碧蓝航线,46
